,tweets_pronouns
5405,"Y a mi qué me importa que el virus del Zika se transmita vía sexual?  No tengo planes de chingarme un mosquito, no son mi tipo. :D"
2187,@Marlonlom pues mira. Toda la info del Virus del Zika la encontré acá https://t.co/QEpMpoaROt #MoscaConLosmosquitos mi estimado!
5501,"Veo/escucho un mosquito y me salta la locatrastornadaparanoica. Dengue, zika y la concha de tu mama"
320,Si no me quisiste así/ no me busques cuando los mosquitos te tengan así.  #zika #mosquito #yolesdije https://t.co/J9QDhP83MM
4482,Escribo una nota sobre el zika y se me posa un mosquito en la mano. Casualidad? no lo creo.
4687,"Los mosquitos me tienen LOCO. Ya debo tener Zika, Dengue y Malaria. ¿Por donde viene el avión ese con insecticida? Que avance ya."
1970,se me para un mosquito y ya flasheo zika
5491,"Conversaciones de baño, UVM.   –Wey, me caga que haya mosquitos en los baños.  –Ya sé, por su culpa me va a dar Zika en el culo.   KHÉ 😶😶😶"
5184,Me acaba de picar 80 veces el mismo mosquito creo. Ya siento el zika recorriendo mi cuerpo
811,No mames @EPN  me picó un mosquito de seguro me va a dar ZIKA te odio y te amo
4775,"En la esquina de mi casa hay alto criadero de mosquito, se escucha desde aca el sonido de los mosquitos, ZIKA YO TE INVOCOOO"
4184,¡CUIDADO! En nuestra propia casa podemos estar permitiendo que el mosquito transmisor del #dengue y #Zika se reproduzca #LaraSaludable
5699,"Me están comiendo los mosquitos, tengo Zika"
974,- como prevenir el nuevo dengue Zika? Que no te piqué el mosquito.  Ah no para boludo! Si no me lo decías amaba que me pique un mosquito!! 😒
4832,"Me pica un mosquito y ya pienso que es el del zika o el dengue, estoy re perseguida."
5722,Con todos los mosquitos que me picaron hoy si no tengo el zika tengo mas culo que cabeza..
2030,Se avecina crisis sanitaria con el mosquito del Zika! Me le digáis nada a Celia Villalobos.
4971,"Ver un mosquito y directamente salirme de donde estoy porque con el zika y dengue no se jode, me odio jajaja"
3288,Ahora que medio leí lo del Zika ese  más miedo me da en la universidad con ese poco de mosquitos que hay.
2350,El mosquito del zika me habrá picado unas 10 veces creo que debo ir a hacerme un chequeo :v
2225,"Ahora so nos jodimos, tiene la barriga roja y esta caliente. Zika para los aviones? Mollejae'mosquito mi padre! https://t.co/ejldnCWQuG"
1365,"Prendo el celu y aparece 1 mosquito Prendo la luz y aparece 5 mosquitos 3 degues,el zica y mi hermana xD"
737,Si con todos los mosquitos que me picaron hoy no me da Zika no me dará nunca.
1914,ah me pico un mosquito con que no sea el zika o chincongunya o eso por que entonces ya vali jaja
3046,Me estoy enterando que el Zika también se transmite por contacto sexual... Esa es la enfermedad del apocalipsis. ¡Fuera mosquito!
352,Los mosquitos me estan comiendo seguro mañana tengo zika o algo de eso
3158,"Cada vez que voy a serrano, 200 mosquitos me pican los pies. Alguien tiene alguna explicacion o dengue/zika/chingaguanga?"
1302,"Con el catarro que tengo ahora mismo, si me pica un mosquito tigre, le transmito el virus zika yo a él."
3759,@1001ptsES Pues en foto se ve mosquito transmisor del virus Zika me hace recordar a los KK q desea vivir paraitando del estado d CFK ladrona
2330,"Encontré un volante informativo en mi casa del Ministerio de Salud, sobre el mosquito del Zika. Tiene una linda foto del morro de Arica."
136,"Estoy sentado con la compu y aparece mi novia de atrás con una vela para los mosquitos rezando un padre nuestro (?), el efecto zika (?)"
3948,"Me picaron un montón de mosquitos y una picadura es gigante. Seguro ahora tengo dengue, zika y una enfermedad nueva que vino de TU VIEJA"
4864,mi reacción con los mosquitos es tipo yafoeeee píquenme si quieren me da paja matarlos si tienen zika mejor así me muero
904,"Un mosquito con zika me pico, después de 15 días de sufrimiento el mosquito falleció."
2476,@JauaMiranda Oigan y este parasito de Venezuela esta vivo yo creia q el zika lo habia matado hasta los mosquitos se mueren al picarlo
5387,Yo me hago la tranquila con el zika pero una vez en Kenya me mofaron los mosquitos y flashee malaria por dos meses
5228,"Me picaron 4 mosquitos en la mano, seguro eran el dengue, zika, tu mama y la puta de tu hermana"
4936,"Verga hay gente que le pica un mosquito una vez cada 3meses y le da zika, a mí me pican por lo menos 10 al día y no me da ni tos"
2915,Los mosquitos no solo no se han ido desde el verano sino que invaden nuestras TL con noticias sobre el temido virus Zika. Me pica Twitter.
65,"que cagaso me da irme al norte,con eso del zika el dengue todo eso me da mucho miedo:( y ami que me pican todos los mosquitos"
3108,"Es fija que me pica un mosquito y ya empiezo a tener síntomas de dengue, zica, hepatitis B, sífilis y ceguera"
1841,Hay un mosquito que me  esta picando y persiguiendo hace 20 minutos. Me llega a dar dengue o zika y me mato. Voy a ver a Marina igual
1124,"Solo a mí me pueden picar mosquitos en el parpado! 3! Serán dengue, zika y chilunguña? 😱"
1973,"@jefflebowski6 eso por la leichmaniasis (o como se escriba), yo decía ahora por el del Zika. Los mosquitos siempre hinchando las pelotas..."
5029,Ahora me pica un mosquito y no se si es Zika o que 😂👌
4132,"Me gustaría ser mosquito, tener el zika y picar a Santiago Del Moro."
2368,"Si usted tiene zika o todas esas enfermedades que se transmiten inicialmente con un mosquito... Usted es quien deberia usar repelente, no yo"
2785,@Ximfer98 mmm talvez quisiste decir me quiere picar el mosquito que contagia el zika😏😏😏
4451,"Me picó un mosquito y ya estoy flasheando zika, dengue y cáncer."
2440,"Hoy salimos con mi hermano a andar en bici a la laguna y me picaron medio millón de mosquitos, si no tengo dengue o zika es un milagro"
4594,Tod@s a eliminar criaderos de mosquitos para combatir el ZIKA en nuestro País.
3427,Me andaba merodeando un mosquito que tenía una pinta de tener #dengue o #ZikaVirus  que ya lo estoy localizando para matarlo.
5023,"Hoy me han picado tantos mosquitos que creo que mañana tendré zika, chikungunya y dengue juntos"
2684,"@porterweissbier yo creo que toda esta vara del mosquito del zika es producto de esas chemas. Es una teoría, pero creo estar en lo correcto."
1259,"A veces creo que desarrolle resistencia al dengue, zika y chikunkunya de tantos mosquitos que me han ataco"
5769,"Me picaron tantos mosquitos que tengo zika, dengue y chikungunya, todo junto."
3938,Esta lleno de mosquitos. Esta noche me agarro zika (?)
5326,"Hoy me picaron mil mosquitos,con la suerte que tengo seguro eran el dengue,el zika y todos sus amigos"
387,Con este temita del dengue y el zika cada vez que me pica un mosquito o algún bicho entro en pánico la parca y la gorra me quieren matar
2150,@ESPN_Cronometro sí que lo corran ! Porque yo vi como un mosquito del Zika iba a picar a un jugador !
135,"Todos los mosquitos para mi son Dengue, Chikungunya o Zika. https://t.co/zL4CFoyPAD"
4203,@marianoheller me parece que era un mosquito ZIKA UCR ojo.
2986,"Me encanta cuando María me cuenta que mató en casa a avispas asiáticas y mosquitos del zika, y lo peor es que se lo cree JAJA"
4359,Anda un mosquito en mi cuarto y tengo más miedo que si anduviera un alacrán :S mendigo #Zika
4771,ME DESPERTÓ UN MOSQUITO SI ERA EL ZIKA LOS QUISE A TODOS
2299,"#Dengue Los mosquitos viven dentro de no más de 200 metros. Su control depende de nosotros, no sólo del gobierno. El tema es grave... #Zica"
1613,Me emparro cn cuando me pica un mosquito por el zika🌚😂
1840,"Siempre en la calle hay mosquitos rayados, para mi ya estoy re picado por dengue, zika, escorpiones, bua tanto"
1208,"me pico un mosquito en la cara, si no es el zika pega en el palo y sale"
4923,"Este 'mosquito' me puede contagiar dengue, zika y papiloma si quiere... 😂 https://t.co/pxoxzmE3m0"
1054,"soltaron a mosquitos sin ovarios , y desataron el chicungunya y el zika q me costa a mi q no es a proposito para general mas $ a farmacos"
4429,Estoy tan paranoica con lo del zica que tengo el aire en mínimo para q se congelen todos los mosquitos pero la única q se congela acá soy yo
848,"Cada vez que me pica un mosquito flasheo dengue, zika y chikungunya. Todo junto."
4078,SI ME DA EL CABRON ZIKA JURO QUE DEMANDO A LOS DEL AEE. ESTO DE TRATAR DE DORMIR SIN AIRE - CON CALOR Y MOSQUITOSSS ESTA CABRON BYE
