,Unnamed: 0,tweets_pronouns,Notes,FP,Observe mosquito,Mosquito Bite,Observe spraying,General spraying observation,Spraying for self,Spraying for someone else,Other kind of intervention,Environmental consequences,Conspiracies,id
164,14018,"I founded this OFF! Spray in my counter, and it says 'repels Mosquitoes that may carry 'WEST NILE VIRUS' and the Zika viruses carries Part 1",,1.0,,,,,,,,,,692831174129897476
165,26799,@RTUKnews shouldn't they already know the risks associated with unprotected sex. I think Zika virus is minimal compared to some other sti's.,,1.0,,,,,,,,,,759833988433186818
166,32330,#DoYourJob @HouseGOP we don’t need to roll back protections from harmful pesticides to protect Floridians from #Zika https://t.co/gOwloZSoNi,,1.0,,,,,,,,1.0,,735467493964275712
167,3761,"There are 53 *confirmed* cases of the #ZikaVirus in MI, and we're breaking down what you need to know to protect yourself @ 5:34 on #MTM",,,,,,,,,,,,776713491839324160
168,9458,Avon Representative her try out our skin so soft collection each one has the oil to protect you from zika https://t.co/hxOmjzUCwy,,,,,,,,,,,,723581126086778880
169,3665,"I may be a savage, but I'm also joking. Don't take the Zika Virus lightly this year. Bug spray and Vitamin E will prevent mosquitos.",,1.0,,,,,,,,,,732270152897568768
170,30711,How can I prevent the #ZikaVirus and protect my family? Check out these specific tips: https://t.co/7ss4FGpCmn https://t.co/jhAuv3Pq4i,,,,,,,,,,,,756931990939631616
171,5246,The Zika virus will reach NJ this season. The only defense is effective bug spray. We've got it at Nature's Pavilion https://t.co/wJZCn7dy5d,,,,,,,,,,,,728546151109144580
172,27220,"My grandparents keep freaking out about Zika and have made me put on bug spray every single day, even though it clearly isn't working 🙃🙃",,1.0,,1.0,,,1.0,,,,,758379019775598597
173,9442,"“We can’t spray our way out of this” @ushahmd #Zika response is about more than resources, this is about behaviour changes #bakerhealth",,1.0,,,,,,,,,,723530661072502784
174,20448,@ParaKitoUSA A2: I try to stay updated with all #zika related news/info as I'm pregnant and must protect myself and my baby !! #PKchat,,1.0,,,,,,,,,,743219375147196416
175,24079,Leon county first case of zika. That's Tallahassee. I'm feeling like carp. Here's to hoping it's just a summer cold. Use repellent!,,1.0,,,,,,,,,,762025973525180417
176,5265,@thinkpuertorico and bug spray sounds a better idea rather than banned tourism. I know no one with Zika and I live in PR,,1.0,,,,,,,,,,728649023268130816
