,Unnamed: 0,tweets_VBG,Notes,FP,Observe mosquito,Mosquito Bite,Observe spraying,General spraying observation,Spraying for self,Spraying for someone else,Other kind of intervention,Environmental consequences,Conspiracies,id
21,9866,Celebrating! Our stock is ready! #zika #insectrepellent #clothing #nobugs https://t.co/r0syk0Y1k0,,,,,,,,,,,,782510883163480064
22,1800,Keep in mind ALL #essentialoils can build up as toxic in ur #Liver #doterra #youngliving #bugs #bugspray #zika https://t.co/phcGg66yeT,,,,,,,,,,,,754632124070760448
23,10358,Controlling mosquitoes will protect against Zika virus https://t.co/Wi38lhafll,,,,,,,,,,,,696210087254302720
24,647,Battling Zika virus by repelling the mosquito menace https://t.co/I04uY6B18V via @ABCNews,,,,,,,,,,,,696783142187896832
25,7999,Grab the bug spray! Here's where all the Zika-carrying mosquitoes live https://t.co/5KXMfFlyLK https://t.co/EC3C6XZTYu,,,,,,,,,,,,720392391421771776
26,1125,Working outside today wear repellent - fall mosquito crop is out today. @UCHD  @UtahPage @UtahCountyGov #zikaconcerns #Zika,,,,,,,,,,,,789887925311766528
27,8673,Suspending a chicken over your bed could protect against Zika virus and malaria - The Telegraph https://t.co/B7d3T8L3Jt,,,,,,,,,,,,757213899888349185
28,8430,"Watch this CDC video to know how to protect yourself, your family, &amp; your community from #Zika. https://t.co/hLXhaAQi0I",,,,,,,,,,,,738762854342463488
29,7643,Get the facts on what employers should do to protect RNs from #Zika: https://t.co/g1MsEFifaT https://t.co/SIY5gt8Ipg,,,,,,,,,,,,761629141691199488
30,7733,Let our Bug Baffler suits help protect yourself from Zika &amp; other insect diseases! #Olympics2016 #ZikaVirus #protect https://t.co/tSsGSRVWvM,,,,,,,,,,,,747839555701714944
31,10263,Check out this video from @PestWorld about using repellent to protect yourself from pests &amp; #ZikaVirus this summer! https://t.co/Sv6vmi65bf,,,,,,,,,,,,735860708290727937
32,4589,Fucking idiots.  'NY sprays the Dominicans and Puerto Ricans for “Zika prevention”:   https://t.co/STI1cxN4lG https://t.co/ElqQsXrORO,,,,,,,,,,,,768334271706607618
33,8267,Check out the repellents that best protect against Zika https://t.co/S56CHwp7AM by @consumerreports #Safety https://t.co/QhnfaA1ZMO,,,,,,,,,,,,764117307098554368
34,2563,educate yourself and protect yourself.  Not necessarily from Zika... https://t.co/ps05VvbiJz,,,,,,,,,,,,702519046588252160
35,5408,Traveling to an area where Zika is transmitted? Pack your long sleeves and insect repellent! https://t.co/CMFEra3zxr,,,,,,,,,,,,712730071740461057
36,4195,Going outside -- protect yourself from mosquitoes.  https://t.co/c0VQBLrRAs #4AM #Zika #Avon https://t.co/kjY2kDI6IY,,,,,,,,,,,,705837883173822465
37,9992,Get the latest on #Zika here in Houston and how to protect yourself.  https://t.co/oDWXbUjmWl,,,,,,,,,,,,756516002951729152
38,1318,Coming up on @NY1Newsat11: 'Zika Watch: A City on Guard.' In part 1 @ErinEBillups looks at the $21M effort to protect #nyc from #zika,,,,,,,,,,,,726962492295909376
39,2055,Heading outdoors this weekend? Don't forget the insect protection #zika https://t.co/Goc1qbIBBu https://t.co/1wCnpKLjhd,,,,,,,,,,,,730933857881444352
40,11349,Be sure to use an EFFECTIVE spray vs #Zika @scopedbylarry @HelenBranswell @BiteOfAMosquito https://t.co/SweCzdmZ5H https://t.co/nwng03OysC,,,,,,,,,,,,755797233824587777
41,9550,Forget the bug spray... gene editing could be the solution to mosquito-borne diseases like Zika... https://t.co/oiCdhtDSRX #mosquito #zika,,,,,,,,,,,,700028300970700801
42,11398,Camping this weekend? Remember to pack EPA-registered insect repellent! #FightTheBite https://t.co/WWA8J12KBO. https://t.co/CSxZhPMOiq,,,,,,,,,,,,751496017602830340
43,8277,Let's talk to our children about #zika @Cityofdoral together we can protect our city #luigiboria #fromgoodtogreat https://t.co/4leoCnLiHi,,,,,,,,,,,,764175589494427648
44,6910,"Battling Zika, Brazil’s Jews turn to bug repellent and indoor activities -   https://t.co/uqNYh3mvlP vía @timesofisrael",,,,,,,,,,,,707394663490174978
45,1715,"Bring out Armani hazmat suits, NALED to be sprayed in #miamibeach after all, in spite of citizen opposition #zika  https://t.co/7TT3Wpjbdq",,,,,,,,,,,,773222373700931584
46,7333,Get the latest Zika protection tips here: https://t.co/jYCjL1fJmv #ZikaChat #Zika360 https://t.co/br3IeQhHwY,,,,,,,,,,,,761257871224864769
47,4148,Coming up on NBC5- Some spring breakers urged to wear mosquito repellent after returning home to prevent spreading #ZikaVirus @NBCDFW 10pm,,,,,,,,,,,,707774265412550656
48,3170,Appalling that our Senators and Reps could not bring a clean bill to fund Zika protection efforts #gapol https://t.co/2ilXQmpkZT,,,,,,,,,,,,774664848294555648
49,9117,"Do me a favor: read this article and protect yourselves from it. This is most likely what I have, and it sucks. https://t.co/8ywRl2KA36",,1.0,,,,,,,,,,778228852019564544
50,3128,Keep spraying and kill all the bees good move @B911Weather: WHO: Zika virus is spreading and (cont) https://t.co/aRKE9omSra,,,,,,,,,,,,772513379571212288
51,1823,Smoking cigarettes will keep Muslims away and help protect you from Zika mosquitos in a covert way until you reach safety.,,1.0,,,,,,,,,,749568487920656384
52,10938,Launching a range of mosquito repellent and water purifying products soon!! Watch the space...,,,,,,,,,,,,737210295958024192
53,271,Check the page for developments that can protect your patients as the virus spreads: https://t.co/tkDW2XMxuj https://t.co/FKuiHIUswW,,,,,,,,,,,,696892279123009537
54,5324,Avoiding the risk of Zika involves more than bug spray. We need policies that protect reproductive health: https://t.co/Jd8Tf1hlOp,,,,,,,,,,,,745750735288041472
55,931,'Allowing the crusade against Planned Parenthood to get in the way of protecting the public is inexcusable' #Zika  https://t.co/KQE5jcHcXk,,,,,,,,,,,,750110653344428032
56,6107,Speaking of Zika:  Some repellants work better than others.  Here are Consumer Reports' recommendations. https://t.co/YL6PZO6336,,,,,,,,,,,,726171306882899972
57,2540,Talking about Zika at funeral directors OSHA training. Never heard the term unprotected sex so many x in my professional training before.,,1.0,,,,,,,,,,788469523896827905
58,9821,"Assuming Zika is real (it’s debatable), remember when trucks used to drive around spraying for mosquitoes?  https://t.co/EE4NGAOKM1",,1.0,,,,,,,,,1.0,734696559124742144
59,2964,Allowing the crusade against Planned Parenthood to get in the way of protecting the public is inexcusable https://t.co/82GGan15SW #Zika,,,,,,,,,,,,748944897495838720
