id,tweet,FP,Observe mosquito,Mosquito Bite,Observe spraying,General spraying observation,Spraying for self,Spraying for someone else,Other kind of intervention,Environmental consequences,Conspiracies
689466447530033152,Don't travel to #Brazil ! Panic as #mosquito virus is linked to brain damage in thousands of babies https://t.co/gcgDFyYlr8 #zikavirus,0,,,,,,,,,
708820429566287872,"Don't worry - the anti-Zika GM mosquito is safe, says the FDA - https://t.co/pbaMYQtiNa https://t.co/bwOWEouLWu",0,,,,,,,,,
736745521444970496,Don't get bit by mosquitos y'all!! Zika is real!!,1,,,,,,,,,
759155059976470533,"'When a mosquito bites a person with zika, the mosquito contracts it, then infects other people' Lord have mercy",1,,,,,,,,,
692752693329145857,Are there other diseases that are spread via both mosquitos and sex? Zika Virus: Two Cases Spread Through Sex https://t.co/9ExjPgcuhN,0,,,,,,,,,
785655201025761281,Use the insect repellant!  There is also Zika out there. https://t.co/iMeKwX7mAS,1,,,,,,,,,
708957546720002048,@labour @LibDems Insight - Mosquitoes' rapid spread poses threat beyond Zika: LONDON (Reut... https://t.co/KHgkQvFzRH @Conservatives @bnp,1,,,,,,,,,
732764013784879105,[my mom seeing a huge mosquito in the kitchen] SOMEBODY GET THIS ZIKA VIRUS OUT OF THE HOUSE,1,1,,,,,,,,
725810514954207233,“Our neighborhood is really bad with mosquitoes” says local #HoustonHeights mom. Doctors advise pregnant... https://t.co/PXtdHBxKti #Zika,0,,,,,,,,,
693918432572657665,Are scientists to blame for Zika virus? Researchers released genetically modified mosquitos into Brazil 3 years ago https://t.co/78xN9NijXr,0,,,,,,,,,
768909380045590528,"Watch out! Mosquitos can be dangerous (ZIKA). They too, have no right to sting it to the public. Just clamor. Funny! https://t.co/bffaGHmpsC",0,,,,,,,,,
780105895892180992,"Put down the weapon, Jennifer. There's a better way.   #mosquitoes #health #zika https://t.co/DYQ0tds430",0,,,,,,,,,
693133399863619584,"See the Impact of Zika in Brazil: About nine months after Brazil recorded its first case of Zika, the mosquito... https://t.co/cFui11O4ZA",0,,,,,,,,,
762039621467332608,Wonder if anyone has been bitten by a mosquito in Rio and freaked out... #Zika,1,,,,,,,,,
752651006014529536,"*show my mom Pokemon go*  me: 'I think I just got Zika, look at this mosquito bite.'  mom: 'Zika?! Is that a Pokemon?! It's not on my map!'",1,1,1,,,,,,,
708835556600455169,"Don't worry - the anti-Zika GM mosquito is safe, says the FDA - https://t.co/pbaMYQtiNa https://t.co/oYnbLNLXq8",0,,,,,,,,,
770356069453430784,Want my geuss on zika viruses  Its not anything except a remote controls mosquito that transfers tha agent at will,1,,,,,,,,,1
771380717532094466,Ruixen a tort i a dret i ho destrossen tot! 'Millions of bees dead after South Carolina sprays for Zika mosquitoes' https://t.co/IOor1OMIqD,0,,,,,,,,,
745599023390793729,Let's talk about how I was in Brazil at the beginning of the Zika virus epidemic. And I had TONS of mosquito bites,1,,,,,,,,,
694141932700844032,Think that wiping out all mosquitoes will solve the #Zikavirus? Think again! https://t.co/UIDOKz3Wou,0,,,,,,,,,
694198209812439040,Are scientists to blame for Zika virus? Researchers released genetically modified mosquitos into Brazil three years… https://t.co/d0ymS18t8i,0,,,,,,,,,
760955422291419136,Spent a good 15 minutes Chasing down a mosquito in my hotel room in Rio this evening. Must be the fear of Zika... https://t.co/MoDHncXwYH,1,1,,,,,,,,
701164512796250112,Let's not forget #Ebola’s devastating effect on #MaternalHealth. Now we must protect women and girls from #ZikaVirus with #familyplanning.,0,,,,,,,,,
708669134930837508,"Keep in mind Zika is not only transmitted by Aedes egypti mosquito species, but by sex. Contraception for safe sex essential.",1,,,,,,,,,
708442944806776832,"Don't worry - the anti-Zika GM mosquito is safe, says the FDA - https://t.co/pbaMYQtiNa https://t.co/CVGRYRCYwD",0,,,,,,,,,
